,Unnamed: 0,Unnamed: 0.1,0,1,2,3,4,5
146,146,146,40.0348833333333,116.317483333333,2007-04-14,02:16:19,0,0
147,147,147,40.034833333333296,116.317,2007-04-14,02:16:32,0,0
148,148,148,40.0351,116.316216666667,2007-04-14,02:16:43,0,0
149,149,149,40.0359833333333,116.3132,2007-04-14,02:17:44,0,0
150,150,150,40.03626666666671,116.310316666667,2007-04-14,02:18:03,"Shang Di San Jie, Haidian Qu, Beijing Shi, 중국",0
151,151,151,40.0361166666667,116.3094,2007-04-14,02:18:14,0,0
152,152,152,40.0360333333333,116.309233333333,2007-04-14,02:18:39,0,0
153,153,153,40.0359833333333,116.308933333333,2007-04-14,02:18:55,0,0
154,154,154,40.0354,116.30915,2007-04-14,02:19:18,0,0
155,155,155,40.0351333333333,116.309316666667,2007-04-14,02:19:39,0,0
156,156,156,40.0349333333333,116.30943333333299,2007-04-14,02:19:49,0,0
157,157,157,40.0314166666667,116.310583333333,2007-04-14,02:20:56,0,0
158,158,158,40.02876666666671,116.311433333333,2007-04-14,02:21:57,0,0
159,159,159,40.02856666666671,116.311366666667,2007-04-14,02:22:04,0,0
160,160,160,40.028333333333286,116.310216666667,2007-04-14,02:22:30,0,0
161,161,161,40.0282333333333,116.309783333333,2007-04-14,02:22:53,0,0
162,162,162,40.0280833333333,116.309166666667,2007-04-14,02:24:04,0,0
163,163,163,40.0280166666667,116.308833333333,2007-04-14,02:24:43,0,0
164,164,164,40.02785,116.308016666667,2007-04-14,02:25:18,0,0
165,165,165,40.027783333333296,116.307833333333,2007-04-14,02:25:48,0,0
166,166,166,40.027733333333295,116.30765,2007-04-14,02:26:27,0,0
167,167,167,40.02771666666671,116.30735,2007-04-14,02:27:33,0,0
168,168,168,40.02745,116.307166666667,2007-04-14,02:27:41,0,0
169,169,169,40.02715,116.307233333333,2007-04-14,02:27:47,0,0
170,170,170,40.02661666666671,116.30725,2007-04-14,02:28:15,0,0
171,171,171,40.02601666666671,116.30735,2007-04-14,02:28:45,0,0
172,172,172,40.0248166666667,116.3075,2007-04-14,02:29:10,0,0
173,173,173,40.0218333333333,116.30786666666701,2007-04-14,02:30:27,0,0
174,174,174,40.0207833333333,116.30795,2007-04-14,02:30:56,0,0
175,175,175,40.020466666666714,116.308016666667,2007-04-14,02:31:23,0,0
176,176,176,40.0185666666667,116.308366666667,2007-04-14,02:31:59,0,0
177,177,177,40.015466666666704,116.311283333333,2007-04-14,02:32:45,0,0
178,178,178,40.0151,116.311516666667,2007-04-14,02:32:52,0,0
179,179,179,40.0149666666667,116.3116,2007-04-14,02:33:50,0,0
180,180,180,40.0147333333333,116.31171666666701,2007-04-14,02:33:58,"Li Fa(Bei Jing Shi Hai Dian Qua Lv Hua Dui Xi Bei), Haidian Qu, Beijing Shi, 중국",0
181,181,181,40.0081333333333,116.312733333333,2007-04-14,02:35:24,0,0
182,182,182,40.007633333333295,116.3128,2007-04-14,02:36:00,0,0
183,183,183,40.0058333333333,116.31301666666701,2007-04-14,02:36:26,0,0
184,184,184,40.0053333333333,116.3128,2007-04-14,02:36:32,0,0
185,185,185,40.0049833333333,116.312,2007-04-14,02:36:40,0,0
186,186,186,40.004766666666704,116.310583333333,2007-04-14,02:36:52,0,0
187,187,187,40.00425,116.309616666667,2007-04-14,02:37:02,0,0
188,188,188,40.003916666666704,116.309316666667,2007-04-14,02:37:23,0,0
189,189,189,40.0031833333333,116.30906666666701,2007-04-14,02:37:39,0,0
190,190,190,40.00116666666671,116.30905,2007-04-14,02:38:49,0,0
191,191,191,39.99815,116.308983333333,2007-04-14,02:39:31,0,0
192,192,192,39.99711666666671,116.30895,2007-04-14,02:39:56,0,0
193,193,193,39.996733333333296,116.30905,2007-04-14,02:40:34,0,0
194,194,194,39.996283333333295,116.3091,2007-04-14,02:40:49,0,0
195,195,195,39.9957833333333,116.30911666666701,2007-04-14,02:41:39,0,0
196,196,196,39.9955166666667,116.309133333333,2007-04-14,02:42:47,0,0
197,197,197,39.9953,116.309166666667,2007-04-14,02:43:48,0,0
198,198,198,39.9950666666667,116.309166666667,2007-04-14,02:44:21,0,0
199,199,199,39.994716666666704,116.309216666667,2007-04-14,02:45:49,0,0
200,200,200,39.9945,116.30925,2007-04-14,02:46:05,0,0
201,201,201,39.994333333333294,116.3093,2007-04-14,02:46:16,0,0
202,202,202,39.994133333333295,116.309316666667,2007-04-14,02:47:26,0,0
203,203,203,39.993733333333296,116.309333333333,2007-04-14,02:47:44,0,0
204,204,204,39.99355,116.309366666667,2007-04-14,02:47:57,0,0
205,205,205,39.9933,116.309383333333,2007-04-14,02:48:18,0,0
206,206,206,39.9931666666667,116.309416666667,2007-04-14,02:49:53,0,0
207,207,207,39.9929666666667,116.30948333333299,2007-04-14,02:50:15,0,0
208,208,208,39.99281666666671,116.30955,2007-04-14,02:50:35,0,0
209,209,209,39.99245,116.309583333333,2007-04-14,02:51:50,0,0
210,210,210,39.991983333333295,116.309616666667,2007-04-14,02:53:37,"Bei Jing Da Xue Tu Shu Guan, Haidian Qu, Beijing Shi, 중국",0
211,211,211,39.99155,116.309683333333,2007-04-14,02:53:51,0,0
212,212,212,39.99125,116.3097,2007-04-14,02:54:00,0,0
213,213,213,39.9909833333333,116.30975,2007-04-14,02:54:10,0,0
214,214,214,39.9904333333333,116.309783333333,2007-04-14,02:54:29,0,0
215,215,215,39.9899166666667,116.30991666666701,2007-04-14,02:54:56,0,0
216,216,216,39.9897166666667,116.31,2007-04-14,02:55:10,0,0
217,217,217,39.9894833333333,116.310083333333,2007-04-14,02:55:59,0,0
218,218,218,39.98925,116.310083333333,2007-04-14,02:56:32,0,0
219,219,219,39.98915,116.31,2007-04-14,02:57:04,0,0
220,220,220,39.989033333333296,116.30995,2007-04-14,02:57:32,0,0
221,221,221,39.9888833333333,116.31001666666701,2007-04-14,02:58:59,0,0
222,222,222,39.98895,116.30988333333299,2007-04-14,03:00:34,0,0
223,223,223,39.98876666666671,116.30985,2007-04-14,03:01:43,0,0
224,224,224,39.988916666666704,116.30985,2007-04-14,03:03:16,0,0
225,225,225,39.988583333333295,116.30985,2007-04-14,03:04:36,0,0
226,226,226,39.9883,116.30985,2007-04-14,03:06:02,0,0
227,227,227,39.988066666666704,116.30985,2007-04-14,03:06:21,0,0
228,228,228,39.9874333333333,116.30985,2007-04-14,03:07:33,0,0
229,229,229,39.98726666666671,116.30991666666701,2007-04-14,03:08:47,0,0
230,230,230,39.987083333333295,116.309866666667,2007-04-14,03:09:31,0,0
231,231,231,39.9869333333333,116.309866666667,2007-04-14,03:11:08,0,0
232,232,232,39.9867333333333,116.309866666667,2007-04-14,03:12:55,0,0
233,233,233,39.986633333333295,116.30975,2007-04-14,03:13:29,0,0
234,234,234,39.9865,116.3097,2007-04-14,03:14:52,0,0
235,235,235,39.986383333333286,116.309616666667,2007-04-14,03:15:20,0,0
236,236,236,39.9862,116.3097,2007-04-14,03:15:39,0,0
237,237,237,39.9860166666667,116.30975,2007-04-14,03:15:53,0,0
238,238,238,39.98576666666671,116.3097,2007-04-14,03:16:17,0,0
239,239,239,39.985533333333294,116.30975,2007-04-14,03:16:38,0,0
240,240,240,39.9853,116.309716666667,2007-04-14,03:16:52,"62 Bei Si Huan Xi Lu, Zhong Guan Cun, Haidian Qu, Beijing Shi, 중국 100810",0
241,241,241,39.985066666666704,116.30975,2007-04-14,03:17:07,0,0
242,242,242,39.98485,116.309766666667,2007-04-14,03:17:24,0,0
243,243,243,39.98466666666671,116.3098,2007-04-14,03:17:37,0,0
244,244,244,39.9845166666667,116.31025,2007-04-14,03:18:08,0,0
245,245,245,39.984333333333296,116.310383333333,2007-04-14,03:18:24,0,0
246,246,246,39.9841166666667,116.31045,2007-04-14,03:18:45,0,0
247,247,247,39.9839333333333,116.310466666667,2007-04-14,03:19:16,0,0
248,248,248,39.9837666666667,116.31045,2007-04-14,03:19:32,0,0
249,249,249,39.98355,116.310516666667,2007-04-14,03:19:48,0,0
250,250,250,39.9833166666667,116.310516666667,2007-04-14,03:20:08,0,0
251,251,251,39.98305,116.31055,2007-04-14,03:20:25,0,0
252,252,252,39.9828166666667,116.310583333333,2007-04-14,03:20:40,0,0
253,253,253,39.9826833333333,116.3106,2007-04-14,03:20:53,0,0
254,254,254,39.982533333333286,116.310716666667,2007-04-14,03:21:11,0,0
255,255,255,39.9822666666667,116.31078333333299,2007-04-14,03:21:37,0,0
256,256,256,39.98205,116.31078333333299,2007-04-14,03:21:59,0,0
257,257,257,39.981866666666704,116.310833333333,2007-04-14,03:22:13,0,0
258,258,258,39.98155,116.310833333333,2007-04-14,03:22:35,0,0
259,259,259,39.9813666666667,116.310766666667,2007-04-14,03:22:50,0,0
260,260,260,39.9812,116.31073333333299,2007-04-14,03:23:02,0,0
261,261,261,39.98085,116.310683333333,2007-04-14,03:23:25,0,0
262,262,262,39.980683333333296,116.310616666667,2007-04-14,03:23:36,0,0
263,263,263,39.9805333333333,116.3107,2007-04-14,03:23:49,0,0
264,264,264,39.9803333333333,116.310666666667,2007-04-14,03:24:03,0,0
265,265,265,39.98,116.31135,2007-04-14,03:24:52,0,0
266,266,266,39.9794666666667,116.311116666667,2007-04-14,03:24:55,0,0
267,267,267,39.9797333333333,116.3114,2007-04-14,03:26:45,0,0
268,268,268,39.97956666666671,116.31288333333299,2007-04-14,03:26:50,0,0
269,269,269,39.979583333333295,116.313316666667,2007-04-14,03:27:16,0,0
270,270,270,39.9796166666667,116.313666666667,2007-04-14,03:27:36,"Ou Mei Hui Gou Wu Zhong Xin, Zhong Guan Cun, Haidian Qu, Beijing Shi, 중국",0
271,271,271,39.9796,116.314,2007-04-14,03:27:56,0,0
272,272,272,39.9796333333333,116.3142,2007-04-14,03:28:10,0,0
273,273,273,39.9796666666667,116.31445,2007-04-14,03:28:29,0,0
274,274,274,39.9797,116.3147,2007-04-14,03:28:46,0,0
275,275,275,39.979716666666704,116.31495,2007-04-14,03:29:06,0,0
276,276,276,39.9797333333333,116.315233333333,2007-04-14,03:29:24,0,0
277,277,277,39.9796166666667,116.315383333333,2007-04-14,03:29:41,0,0
278,278,278,39.9797,116.3156,2007-04-14,03:29:53,0,0
279,279,279,39.97976666666671,116.31596666666701,2007-04-14,03:30:11,0,0
280,280,280,39.9796833333333,116.316316666667,2007-04-14,03:30:38,0,0
281,281,281,39.9797,116.316633333333,2007-04-14,03:30:56,0,0
282,282,282,39.97975,116.316966666667,2007-04-14,03:31:11,0,0
283,283,283,39.97975,116.3172,2007-04-14,03:31:23,0,0
284,284,284,39.9799166666667,116.317816666667,2007-04-14,03:31:47,0,0
285,285,285,39.98,116.3184,2007-04-14,03:32:17,0,0
286,286,286,39.9800666666667,116.318616666667,2007-04-14,03:32:26,0,0
287,287,287,39.9799,116.318783333333,2007-04-14,03:32:38,0,0
288,288,288,39.979783333333295,116.318983333333,2007-04-14,03:32:52,0,0
289,289,289,39.9798833333333,116.31925,2007-04-14,03:33:10,0,0
290,290,290,39.9798833333333,116.3195,2007-04-14,03:33:28,0,0
291,291,291,39.9799333333333,116.32,2007-04-14,03:33:55,0,0
292,292,292,39.9798166666667,116.32015,2007-04-14,03:34:05,0,0
293,293,293,39.9798666666667,116.3205,2007-04-14,03:34:21,0,0
294,294,294,39.9799333333333,116.320916666667,2007-04-14,03:34:42,0,0
295,295,295,39.97985,116.321283333333,2007-04-14,03:35:02,0,0
296,296,296,39.979833333333296,116.321533333333,2007-04-14,03:35:20,0,0
297,297,297,39.97985,116.32175,2007-04-14,03:35:31,0,0
298,298,298,39.97975,116.322066666667,2007-04-14,03:35:50,0,0
299,299,299,39.9796833333333,116.32235,2007-04-14,03:36:08,0,0
300,300,300,39.979583333333295,116.322566666667,2007-04-14,03:36:21,"B 12-1 Ke Xue Yuan Nan Lu, Haidian Qu, Beijing Shi, 중국 100081",0
301,301,301,39.9796,116.32278333333299,2007-04-14,03:36:32,0,0
302,302,302,39.97955,116.323066666667,2007-04-14,03:36:49,0,0
303,303,303,39.97955,116.323416666667,2007-04-14,03:37:09,0,0
304,304,304,39.9796,116.32371666666701,2007-04-14,03:37:24,0,0
305,305,305,39.9796333333333,116.32395,2007-04-14,03:37:35,0,0
306,306,306,39.9796166666667,116.324316666667,2007-04-14,03:37:51,0,0
307,307,307,39.9796333333333,116.32456666666701,2007-04-14,03:38:04,0,0
308,308,308,39.97945,116.32475,2007-04-14,03:38:18,0,0
309,309,309,39.97955,116.324933333333,2007-04-14,03:38:33,0,0
310,310,310,39.9794833333333,116.325166666667,2007-04-14,03:38:53,0,0
311,311,311,39.97956666666671,116.32545,2007-04-14,03:39:04,0,0
312,312,312,39.9796166666667,116.325833333333,2007-04-14,03:39:29,0,0
313,313,313,39.979716666666704,116.327233333333,2007-04-14,03:41:16,0,0
314,314,314,39.9796166666667,116.327416666667,2007-04-14,03:42:01,0,0
315,315,315,39.9794166666667,116.32748333333299,2007-04-14,03:42:23,0,0
316,316,316,39.9792,116.3275,2007-04-14,03:42:43,0,0
317,317,317,39.978933333333295,116.3275,2007-04-14,03:43:07,0,0
318,318,318,39.9786166666667,116.32748333333299,2007-04-14,03:43:31,0,0
319,319,319,39.97846666666671,116.32751666666701,2007-04-14,03:43:44,0,0
320,320,320,39.9782,116.3275,2007-04-14,03:44:02,0,0
321,321,321,39.978016666666704,116.32743333333299,2007-04-14,03:44:14,0,0
322,322,322,39.97786666666671,116.32735,2007-04-14,03:44:22,0,0
323,323,323,39.9776666666667,116.327266666667,2007-04-14,03:44:35,0,0
324,324,324,39.977483333333296,116.327316666667,2007-04-14,03:44:50,0,0
325,325,325,39.97725,116.327283333333,2007-04-14,03:45:07,0,0
326,326,326,39.9771,116.327266666667,2007-04-14,03:45:21,0,0
327,327,327,39.97696666666671,116.32735,2007-04-14,03:45:37,0,0
328,328,328,39.9768,116.32748333333299,2007-04-14,03:45:54,0,0
329,329,329,39.976833333333296,116.32788333333299,2007-04-14,03:46:15,0,0
330,330,330,39.9769,116.3281,2007-04-14,03:46:26,"띠띠 X X X X XXing Zhi Zao Chang(동규), 하디안쿼, 비이샤이, 중국",0
331,331,331,39.9768666666667,116.328316666667,2007-04-14,03:46:40,0,0
332,332,332,39.9769166666667,116.328916666667,2007-04-14,03:47:11,0,0
333,333,333,39.97696666666671,116.3292,2007-04-14,03:47:24,0,0
334,334,334,39.9770666666667,116.32958333333299,2007-04-14,03:47:41,0,0
335,335,335,39.9770666666667,116.329783333333,2007-04-14,03:47:53,0,0
336,336,336,39.9768666666667,116.329933333333,2007-04-14,03:48:11,0,0
337,337,337,39.9766333333333,116.329883333333,2007-04-14,03:48:30,0,0
338,338,338,39.9764666666667,116.329866666667,2007-04-14,03:48:41,0,0
339,339,339,39.9764333333333,116.33025,2007-04-14,03:49:02,0,0
340,340,340,39.9759,116.33,2007-04-14,03:49:21,0,0
341,341,341,39.9753666666667,116.334066666667,2007-04-14,12:33:27,"Zhong Guan Cun Dong Lu, Shuang Yu Shu, Haidian Qu, Beijing Shi, 중국",0
342,342,342,39.975083333333295,116.334033333333,2007-04-14,12:33:53,0,0
343,343,343,39.974883333333295,116.334016666667,2007-04-14,12:34:19,0,0
344,344,344,39.986866666666714,116.3318,2007-04-14,13:01:53,0,0
345,345,345,39.9909,116.33176666666701,2007-04-14,13:02:31,0,0
346,346,346,39.9911666666667,116.3319,2007-04-14,13:02:36,0,0
347,347,347,40.03711666666671,116.31121666666701,2007-04-14,13:09:56,0,0
348,348,348,40.0376333333333,116.310633333333,2007-04-14,13:10:00,0,0
349,349,349,40.0394,116.308366666667,2007-04-14,13:10:15,0,0
350,350,350,40.04995,116.301216666667,2007-04-14,13:11:43,0,0
351,351,351,40.06105,116.29501666666701,2007-04-14,13:13:39,0,0
352,352,352,40.0623333333333,116.293916666667,2007-04-14,13:13:51,0,0
353,353,353,40.062833333333295,116.29371666666701,2007-04-14,13:15:25,0,0
354,354,354,40.06966666666671,116.3048,2007-04-14,13:15:30,0,0
355,355,355,40.0691833333333,116.31243333333299,2007-04-14,13:17:00,0,0
356,356,356,40.0695333333333,116.312766666667,2007-04-14,13:17:06,0,0
357,357,357,40.069483333333295,116.314066666667,2007-04-14,13:17:24,0,0
358,358,358,40.0694,116.329433333333,2007-04-14,13:20:15,0,0
359,359,359,40.069266666666714,116.329433333333,2007-04-14,13:20:17,0,0
360,360,360,40.069283333333296,116.32965,2007-04-14,13:20:22,0,0
361,361,361,40.0696333333333,116.329316666667,2007-04-14,13:21:39,0,0
362,362,362,40.07005,116.32855,2007-04-14,13:23:02,0,0
363,363,363,40.07025,116.328633333333,2007-04-14,13:23:05,0,0
364,364,364,40.0702333333333,116.3289,2007-04-14,13:23:09,0,0
365,365,365,40.070466666666704,116.328866666667,2007-04-14,13:23:31,0,0
